#YY  MM DD hh mm WDIR WSPD GDR GST GTIME
#yr  mo dy hr mn degT m/s degT m/s hhmm
2009 12 31 23 00 125  3.5 999 99.0 9999
2009 12 31 23 10 129  3.1 999 99.0 9999
2009 12 31 23 20 128  2.7 999 99.0 9999
2009 12 31 23 30 126  2.8 999 99.0 9999
2009 12 31 23 40 128  3.0 999 99.0 9999
2009 12 31 23 50 125  3.3 123  4.4 2347
2010 01 01 00 00 126  3.1 999 99.0 9999
2010 01 01 00 10 148  2.3 999 99.0 9999
2010 01 01 00 20 179  1.7 999 99.0 9999
2010 01 01 00 30 209  1.1 999 99.0 9999
2010 01 01 00 40 218  0.6 999 99.0 9999
2010 01 01 00 50 239  0.7 123  4.1 2351
2010 01 01 01 00 223  0.7 999 99.0 9999
2010 01 01 01 10 209  0.9 999 99.0 9999
2010 01 01 01 20 234  0.4 999 99.0 9999
2010 01 01 01 30 180  0.0 999 99.0 9999
2010 01 01 01 40 180  0.0 999 99.0 9999
2010 01 01 01 50 180  0.1 222  1.3 0105
2010 01 01 02 00  80  0.5 999 99.0 9999
2010 01 01 02 10  97  1.1 999 99.0 9999
2010 01 01 02 20  93  1.3 999 99.0 9999
2010 01 01 02 30  85  1.3 999 99.0 9999
2010 01 01 02 40  93  1.8 999 99.0 9999
2010 01 01 02 50  94  2.2  94  3.0 0244
2010 01 01 03 00  96  2.2 999 99.0 9999
2010 01 01 03 10  97  1.4 999 99.0 9999
2010 01 01 03 20  93  1.2 999 99.0 9999
2010 01 01 03 30  90  1.1 999 99.0 9999
2010 01 01 03 40  96  0.9 999 99.0 9999
2010 01 01 03 50  92  0.9  98  2.9 0251
2010 01 01 04 00  99  1.4 999 99.0 9999
2010 01 01 04 10 107  1.2 999 99.0 9999
2010 01 01 04 20 101  1.6 999 99.0 9999
2010 01 01 04 30 107  1.8 999 99.0 9999
2010 01 01 04 40 128  1.9 999 99.0 9999
2010 01 01 04 50 143  1.7 116  2.8 0432
2010 01 01 05 00 141  1.6 999 99.0 9999
2010 01 01 05 10 141  1.7 999 99.0 9999
2010 01 01 05 20 160  1.5 999 99.0 9999
2010 01 01 05 30 175  1.2 999 99.0 9999
2010 01 01 05 40 154  1.8 999 99.0 9999
2010 01 01 05 50 164  1.6 140  2.3 0537
2010 01 01 06 00 170  1.9 999 99.0 9999
2010 01 01 06 10 154  2.2 999 99.0 9999
2010 01 01 06 20 147  2.7 999 99.0 9999
2010 01 01 06 30 153  2.4 999 99.0 9999
2010 01 01 06 40 147  1.9 999 99.0 9999
2010 01 01 06 50 152  1.6 145  3.4 0619
2010 01 01 07 00 159  1.7 999 99.0 9999
2010 01 01 07 10 165  1.4 999 99.0 9999
2010 01 01 07 20 171  1.6 999 99.0 9999
2010 01 01 07 30 185  1.6 999 99.0 9999
2010 01 01 07 40 192  1.7 999 99.0 9999
2010 01 01 07 50 180  1.6 190  2.2 0738
2010 01 01 08 00 202  1.9 999 99.0 9999
2010 01 01 08 10 178  2.2 999 99.0 9999
2010 01 01 08 20 153  2.3 999 99.0 9999
2010 01 01 08 30 136  2.9 999 99.0 9999
2010 01 01 08 40 127  3.5 999 99.0 9999
2010 01 01 08 50 132  3.7 122  4.8 0839
2010 01 01 09 00 121  4.0 999 99.0 9999
2010 01 01 09 10 112  4.1 999 99.0 9999
2010 01 01 09 20 115  4.5 999 99.0 9999
2010 01 01 09 30 121  4.7 999 99.0 9999
2010 01 01 09 40 122  4.5 999 99.0 9999
2010 01 01 09 50 135  4.1 121  6.0 0925
2010 01 01 10 00 142  3.3 999 99.0 9999
2010 01 01 10 10 142  2.7 999 99.0 9999
2010 01 01 10 20 139  2.7 999 99.0 9999
2010 01 01 10 30 129  2.7 999 99.0 9999
2010 01 01 10 40 131  2.9 999 99.0 9999
2010 01 01 10 50 131  2.2 143  4.0 0959
2010 01 01 11 00 125  2.1 999 99.0 9999
2010 01 01 11 10 111  2.0 999 99.0 9999
2010 01 01 11 20 113  1.5 999 99.0 9999
2010 01 01 11 30 111  1.1 999 99.0 9999
2010 01 01 11 40  94  1.4 999 99.0 9999
2010 01 01 11 50  92  1.5 125  2.8 1058
2010 01 01 12 00 123  0.8 999 99.0 9999
2010 01 01 12 10 144  0.8 999 99.0 9999
2010 01 01 12 20 107  1.0 999 99.0 9999
2010 01 01 12 30  78  1.1 999 99.0 9999
2010 01 01 12 40  59  1.0 999 99.0 9999
2010 01 01 12 50  60  2.4  59  3.1 1150
2010 01 01 13 00  64  2.2 999 99.0 9999
2010 01 01 13 10  78  2.2 999 99.0 9999
2010 01 01 13 20  76  2.7 999 99.0 9999
2010 01 01 13 30  61  2.0 999 99.0 9999
2010 01 01 13 40  50  2.0 999 99.0 9999
2010 01 01 13 50  61  2.0  83  3.4 1313
2010 01 01 14 00  77  1.5 999 99.0 9999
2010 01 01 14 10  66  1.4 999 99.0 9999
2010 01 01 14 20  62  1.5 999 99.0 9999
2010 01 01 14 30  64  2.0 999 99.0 9999
2010 01 01 14 40  83  2.4 999 99.0 9999
2010 01 01 14 50  85  2.1  81  3.2 1434
2010 01 01 15 00  93  1.8 999 99.0 9999
2010 01 01 15 10 110  1.3 999 99.0 9999
2010 01 01 15 20 106  1.8 999 99.0 9999
2010 01 01 15 30 109  2.2 999 99.0 9999
2010 01 01 15 40  98  2.7 999 99.0 9999
2010 01 01 15 50  90  3.0  87  3.8 1450
2010 01 01 16 00  86  3.6 999 99.0 9999
2010 01 01 16 10  94  3.8 999 99.0 9999
2010 01 01 16 20  91  4.0 999 99.0 9999
2010 01 01 16 30  94  3.7 999 99.0 9999
2010 01 01 16 40 102  3.5 999 99.0 9999
2010 01 01 16 50  97  3.6  92  4.9 1611
2010 01 01 17 00 104  3.5 999 99.0 9999
2010 01 01 17 10 114  3.2 999 99.0 9999
2010 01 01 17 20 115  4.0 999 99.0 9999
2010 01 01 17 30 105  4.3 999 99.0 9999
2010 01 01 17 40 106  4.2 999 99.0 9999
2010 01 01 17 50 101  4.3 101  6.0 1747
2010 01 01 18 00  95  4.2 999 99.0 9999
2010 01 01 18 10  97  4.9 999 99.0 9999
2010 01 01 18 20  97  5.9 999 99.0 9999
2010 01 01 18 30  95  5.8 999 99.0 9999
2010 01 01 18 40  93  6.1 999 99.0 9999
2010 01 01 18 50  96  6.2 102  7.8 1843
2010 01 01 19 00  94  6.4 999 99.0 9999
2010 01 01 19 10  93  6.1 999 99.0 9999
2010 01 01 19 20 107  3.4 999 99.0 9999
2010 01 01 19 30  65  0.3 999 99.0 9999
