#YY  MM DD hh mm WDIR WSPD GDR GST GTIME
#yr  mo dy hr mn degT m/s degT m/s hhmm
2006 12 31 23 00 327  4.4 999 99.0 9999
2006 12 31 23 10 325  4.9 999 99.0 9999
2006 12 31 23 20 330  5.0 999 99.0 9999
2006 12 31 23 30 330  5.4 999 99.0 9999
2006 12 31 23 40 327  5.5 999 99.0 9999
2006 12 31 23 50 334  5.7 335  8.8 2326
2007 01 01 00 00 346  5.9 999 99.0 9999
2007 01 01 00 10 338  6.0 999 99.0 9999
2007 01 01 00 20 327  5.8 999 99.0 9999
2007 01 01 00 30 337  6.0 999 99.0 9999
2007 01 01 00 40 331  5.9 999 99.0 9999
2007 01 01 00 50 324  6.4 325  9.3 0043
2007 01 01 01 00 334  6.5 999 99.0 9999
2007 01 01 01 10 327  5.9 999 99.0 9999
2007 01 01 01 20 334  6.9 999 99.0 9999
2007 01 01 01 30 329  6.1 999 99.0 9999
2007 01 01 01 40 345  6.9 999 99.0 9999
2007 01 01 01 50 345  6.3 334  9.0 0119
2007 01 01 02 00 342  7.2 999 99.0 9999
2007 01 01 02 10 344  6.2 999 99.0 9999
2007 01 01 02 20 345  5.8 999 99.0 9999
2007 01 01 02 30 345  5.9 999 99.0 9999
2007 01 01 02 40 350  6.1 999 99.0 9999
2007 01 01 02 50 346  6.2 342  9.0 0155
2007 01 01 03 00 345  6.6 999 99.0 9999
2007 01 01 03 10 344  6.0 999 99.0 9999
2007 01 01 03 20 331  6.7 999 99.0 9999
2007 01 01 03 30 344  6.9 999 99.0 9999
2007 01 01 03 40 342  6.9 999 99.0 9999
2007 01 01 03 50 351  6.9 343  9.2 0329
2007 01 01 04 00 346  6.5 999 99.0 9999
2007 01 01 04 10 333  6.6 999 99.0 9999
2007 01 01 04 20 336  6.9 999 99.0 9999
2007 01 01 04 30 338  6.4 999 99.0 9999
2007 01 01 04 40 328  6.4 999 99.0 9999
2007 01 01 04 50 334  6.4 333  8.9 0415
2007 01 01 05 00 343  6.2 999 99.0 9999
2007 01 01 05 10 339  6.5 999 99.0 9999
2007 01 01 05 20 341  6.2 999 99.0 9999
2007 01 01 05 30 336  6.3 999 99.0 9999
2007 01 01 05 40 345  6.6 999 99.0 9999
2007 01 01 05 50 339  6.4 342  8.8 0534
2007 01 01 06 00 338  6.5 999 99.0 9999
2007 01 01 06 10 337  6.5 999 99.0 9999
2007 01 01 06 20 338  6.8 999 99.0 9999
2007 01 01 06 30 340  6.8 999 99.0 9999
2007 01 01 06 40 343  6.5 999 99.0 9999
2007 01 01 06 50 342  6.7 333  8.8 0622
2007 01 01 07 00 344  6.6 999 99.0 9999
2007 01 01 07 10 344  6.9 999 99.0 9999
2007 01 01 07 20 344  6.9 999 99.0 9999
2007 01 01 07 30 347  6.2 999 99.0 9999
2007 01 01 07 40 349  5.7 999 99.0 9999
2007 01 01 07 50 345  5.9 344  8.8 0700
2007 01 01 08 00 340  6.1 999 99.0 9999
2007 01 01 08 10 341  6.3 999 99.0 9999
2007 01 01 08 20 346  6.3 999 99.0 9999
2007 01 01 08 30 345  6.3 999 99.0 9999
2007 01 01 08 40 348  6.3 999 99.0 9999
2007 01 01 08 50 343  6.3 350  8.7 0816
2007 01 01 09 00 337  6.4 999 99.0 9999
2007 01 01 09 10 338  6.2 999 99.0 9999
2007 01 01 09 20 339  6.2 999 99.0 9999
2007 01 01 09 30 345  6.2 999 99.0 9999
2007 01 01 09 40 341  6.8 999 99.0 9999
2007 01 01 09 50 340  6.7 341  8.9 0939
2007 01 01 10 00 351  6.8 999 99.0 9999
2007 01 01 10 10 345  6.6 999 99.0 9999
2007 01 01 10 20 339  7.0 999 99.0 9999
2007 01 01 10 30 340  6.4 999 99.0 9999
2007 01 01 10 40 341  6.5 999 99.0 9999
2007 01 01 10 50 345  6.3 347  9.7 1012
2007 01 01 11 00 337  6.6 999 99.0 9999
2007 01 01 11 10 336  6.9 999 99.0 9999
2007 01 01 11 20 337  6.9 999 99.0 9999
2007 01 01 11 30 343  6.8 999 99.0 9999
2007 01 01 11 40 339  7.2 999 99.0 9999
2007 01 01 11 50 332  7.4 333  9.4 1145
2007 01 01 12 00 335  7.3 999 99.0 9999
2007 01 01 12 10 338  7.0 999 99.0 9999
2007 01 01 12 20 338  7.7 999 99.0 9999
2007 01 01 12 30 334  8.2 999 99.0 9999
2007 01 01 12 40 342  7.7 999 99.0 9999
