#YY  MM DD hh mm WDIR WSPD GDR GST GTIME
#yr  mo dy hr mn degT m/s degT m/s hhmm
2008 01 01 00 00  79  8.1 999 99.0 9999
2008 01 01 00 10  79  7.8 999 99.0 9999
2008 01 01 00 20  79  7.6 999 99.0 9999
2008 01 01 00 30  77  7.3 999 99.0 9999
2008 01 01 00 40  73  7.3 999 99.0 9999
2008 01 01 00 50  73  7.4  79 11.1 0025
2008 01 01 01 00  70  7.0 999 99.0 9999
2008 01 01 01 10  66  6.9 999 99.0 9999
2008 01 01 01 20  48  5.5 999 99.0 9999
2008 01 01 01 30  42  5.5 999 99.0 9999
2008 01 01 01 40  52  5.4 999 99.0 9999
2008 01 01 01 50  56  5.7  71  9.3 0100
2008 01 01 02 00  51  5.7 999 99.0 9999
2008 01 01 02 10  63  5.8 999 99.0 9999
2008 01 01 02 20  77  7.3 999 99.0 9999
2008 01 01 02 30  80  7.4 999 99.0 9999
2008 01 01 02 40  73  7.3 999 99.0 9999
2008 01 01 02 50  69  7.4  71  9.8 0244
2008 01 01 03 00  66  7.4 999 99.0 9999
2008 01 01 03 10  67  7.7 999 99.0 9999
2008 01 01 03 20  68  8.3 999 99.0 9999
2008 01 01 03 30  70  8.4 999 99.0 9999
2008 01 01 03 40  72  8.1 999 99.0 9999
2008 01 01 03 50  76  7.8  63 10.8 0320
2008 01 01 04 00  74  7.8 999 99.0 9999
2008 01 01 04 10  75  7.2 999 99.0 9999
2008 01 01 04 20  76  7.3 999 99.0 9999
2008 01 01 04 30  83  7.8 999 99.0 9999
2008 01 01 04 40  81  7.2 999 99.0 9999
2008 01 01 04 50  65  7.0  86 10.1 0422
2008 01 01 05 00  60  7.5 999 99.0 9999
2008 01 01 05 10  61  7.6 999 99.0 9999
2008 01 01 05 20  61  7.0 999 99.0 9999
2008 01 01 05 30  63  7.2 999 99.0 9999
2008 01 01 05 40  65  6.7 999 99.0 9999
2008 01 01 05 50  64  6.8  62  9.3 0507
2008 01 01 06 00  67  6.8 999 99.0 9999
2008 01 01 06 10  80  6.9 999 99.0 9999
2008 01 01 06 20  79  7.4 999 99.0 9999
2008 01 01 06 30  79  7.6 999 99.0 9999
2008 01 01 06 40  77  8.1 999 99.0 9999
2008 01 01 06 50  74  8.0  77 10.6 0639
2008 01 01 07 00  72  8.8 999 99.0 9999
2008 01 01 07 10  72  8.7 999 99.0 9999
2008 01 01 07 20  71  9.4 999 99.0 9999
2008 01 01 07 30  77  8.9 999 99.0 9999
2008 01 01 07 40  85  8.9 999 99.0 9999
2008 01 01 07 50  90  8.8  85 11.4 0739
2008 01 01 08 00  92  9.5 999 99.0 9999
2008 01 01 08 10  98  9.9 999 99.0 9999
2008 01 01 08 20 100  9.3 999 99.0 9999
2008 01 01 08 30  99 10.3 999 99.0 9999
2008 01 01 08 40  98 10.3 999 99.0 9999
2008 01 01 08 50  97 10.1  99 13.2 0829
2008 01 01 09 00  94  9.4 999 99.0 9999
2008 01 01 09 10  93  9.0 999 99.0 9999
2008 01 01 09 20  91  9.2 999 99.0 9999
2008 01 01 09 30  91  9.3 999 99.0 9999
2008 01 01 09 40  93  9.5 999 99.0 9999
2008 01 01 09 50  94  9.1  96 12.6 0852
2008 01 01 10 00  94  8.7 999 99.0 9999
2008 01 01 10 10  95  9.0 999 99.0 9999
2008 01 01 10 20  93  8.6 999 99.0 9999
2008 01 01 10 30  93  8.5 999 99.0 9999
2008 01 01 10 40  92  8.5 999 99.0 9999
2008 01 01 10 50  92  8.4  95 11.3 1006
2008 01 01 11 00  90  8.2 999 99.0 9999
2008 01 01 11 10  91  8.5 999 99.0 9999
2008 01 01 11 20  91  8.0 999 99.0 9999
2008 01 01 11 30  90  7.7 999 99.0 9999
2008 01 01 11 40  92  7.8 999 99.0 9999
2008 01 01 11 50  91  7.8  92 10.9 1051
2008 01 01 12 00  93  7.7 999 99.0 9999
2008 01 01 12 10  93  8.1 999 99.0 9999
2008 01 01 12 20  93  8.4 999 99.0 9999
2008 01 01 12 30  93  8.4 999 99.0 9999
2008 01 01 12 40  90  8.7 999 99.0 9999
2008 01 01 12 50  93  9.2  93 12.0 1247
2008 01 01 13 00  91  9.1 999 99.0 9999
2008 01 01 13 10  91  8.9 999 99.0 9999
2008 01 01 13 20  91  9.4 999 99.0 9999
2008 01 01 13 30  88  9.1 999 99.0 9999
2008 01 01 13 40  87  8.9 999 99.0 9999
2008 01 01 13 50  86  8.4  91 12.0 1310
2008 01 01 14 00  84  8.8 999 99.0 9999
2008 01 01 14 10  88  8.4 999 99.0 9999
2008 01 01 14 20  87  8.1 999 99.0 9999
2008 01 01 14 30  87  8.1 999 99.0 9999
2008 01 01 14 40  85  8.4 999 99.0 9999
2008 01 01 14 50  89  8.2  85 11.6 1355
2008 01 01 15 00  86  8.7 999 99.0 9999
2008 01 01 15 10  90  8.5 999 99.0 9999
2008 01 01 15 20  92  8.6 999 99.0 9999
2008 01 01 15 30  89  9.0 999 99.0 9999
2008 01 01 15 40  94  8.6 999 99.0 9999
2008 01 01 15 50  92  9.1  91 12.0 1546
2008 01 01 16 00  92  8.6 999 99.0 9999
2008 01 01 16 10  93  9.0 999 99.0 9999
2008 01 01 16 20  94  9.3 999 99.0 9999
2008 01 01 16 30  95  9.0 999 99.0 9999
2008 01 01 16 40  95  8.8 999 99.0 9999
2008 01 01 16 50  96  8.5  95 11.7 1632
2008 01 01 17 00  92  8.0 999 99.0 9999
2008 01 01 17 10  92  7.6 999 99.0 9999
2008 01 01 17 20  94  7.8 999 99.0 9999
2008 01 01 17 30  94  7.2 999 99.0 9999
2008 01 01 17 40  92  6.8 999 99.0 9999
2008 01 01 17 50  93  7.0  95 11.0 1652
2008 01 01 18 00  93  6.8 999 99.0 9999
2008 01 01 18 10  92  7.1 999 99.0 9999
2008 01 01 18 20  94  7.8 999 99.0 9999
2008 01 01 18 30  91  7.9 999 99.0 9999
2008 01 01 18 40  93  7.7 999 99.0 9999
2008 01 01 18 50  93  7.8  91 10.0 1829
2008 01 01 19 00  92  7.6 999 99.0 9999
2008 01 01 19 10  90  7.6 999 99.0 9999
2008 01 01 19 20  86  7.6 999 99.0 9999
2008 01 01 19 30  85  7.4 999 99.0 9999
2008 01 01 19 40  86  7.3 999 99.0 9999
2008 01 01 19 50  87  7.1  91  9.4 1901
2008 01 01 20 00  84  7.3 999 99.0 9999
2008 01 01 20 10  86  7.2 999 99.0 9999
2008 01 01 20 20  83  6.7 999 99.0 9999
2008 01 01 20 30  83  6.0 999 99.0 9999
2008 01 01 20 40  81  6.0 999 99.0 9999
2008 01 01 20 50  84  5.6  85  9.2 1959
2008 01 01 21 00  83  5.3 999 99.0 9999
2008 01 01 21 10  81  5.6 999 99.0 9999
2008 01 01 21 20  84  5.1 999 99.0 9999
2008 01 01 21 30  86  5.3 999 99.0 9999
2008 01 01 21 40  87  5.1 999 99.0 9999
2008 01 01 21 50  87  5.5  83  7.1 2103
2008 01 01 22 00  88  5.2 999 99.0 9999
2008 01 01 22 10  87  4.6 999 99.0 9999
2008 01 01 22 20  83  4.2 999 99.0 9999
2008 01 01 22 30  89  3.7 999 99.0 9999
2008 01 01 22 40  91  3.4 999 99.0 9999
2008 01 01 22 50  86  3.0  89  6.0 2155
2008 01 01 23 00  82  2.5 999 99.0 9999
2008 01 01 23 10  75  2.4 999 99.0 9999
2008 01 01 23 20  76  2.2 999 99.0 9999
2008 01 01 23 30  72  2.2 999 99.0 9999
2008 01 01 23 40  65  2.0 999 99.0 9999
2008 01 01 23 50  64  1.9  86  3.2 2252
