#YY  MM DD hh mm WDIR WSPD GDR GST GTIME
#yr  mo dy hr mn degT m/s degT m/s hhmm
2017 08 16 08 00 330  0.9 999 99.0 9999
2017 08 16 08 10 334  1.8 999 99.0 9999
2017 08 16 08 20 312  0.7 999 99.0 9999
2017 08 16 08 30 299  0.4 999 99.0 9999
2017 08 16 08 40 341  0.4 999 99.0 9999
2017 08 16 08 50 310  0.4 318  3.0 0807
2017 08 16 09 00 281  0.6 999 99.0 9999
2017 08 16 09 10 307  0.4 999 99.0 9999
2017 08 16 09 20 309  0.4 999 99.0 9999
2017 08 16 09 30 311  0.2 999 99.0 9999
2017 08 16 09 40 193  0.1 999 99.0 9999
2017 08 16 09 50 193  0.1 306  1.3 0854
2017 08 16 10 00 193  0.1 999 99.0 9999
2017 08 16 10 10 276  0.2 999 99.0 9999
2017 08 16 10 20 242  0.3 999 99.0 9999
2017 08 16 10 30 275  0.2 999 99.0 9999
2017 08 16 10 40 190  0.3 999 99.0 9999
2017 08 16 10 50 221  0.5 207  1.1 1045
2017 08 16 11 00 228  0.7 999 99.0 9999
2017 08 16 11 10 228  0.3 999 99.0 9999
2017 08 16 11 20 193  0.1 999 99.0 9999
2017 08 16 11 30 298  0.6 999 99.0 9999
2017 08 16 11 40 301  0.3 999 99.0 9999
2017 08 16 11 50 193  0.0 278  1.5 1127
2017 08 16 12 00 193  0.0 999 99.0 9999
2017 08 16 12 10 193  0.1 999 99.0 9999
2017 08 16 12 20 292  0.4 999 99.0 9999
2017 08 16 12 30 304  1.4 999 99.0 9999
2017 08 16 12 40 298  1.6 999 99.0 9999
2017 08 16 12 50 284  1.8 295  2.8 1238
2017 08 16 13 00 294  1.2 999 99.0 9999
2017 08 16 13 10 297  1.0 999 99.0 9999
2017 08 16 13 20 300  1.2 999 99.0 9999
2017 08 16 13 30 302  1.2 999 99.0 9999
2017 08 16 13 40 272  0.7 999 99.0 9999
2017 08 16 13 50 261  1.0 295  2.2 1342
2017 08 16 14 00 244  0.9 999 99.0 9999
2017 08 16 14 10 232  0.7 999 99.0 9999
2017 08 16 14 20 241  0.5 999 99.0 9999
2017 08 16 14 30 232  0.3 999 99.0 9999
2017 08 16 14 40 257  0.2 999 99.0 9999
2017 08 16 14 50 257  0.2 250  1.3 1358
2017 08 16 15 00 263  0.5 999 99.0 9999
2017 08 16 15 10 273  0.5 999 99.0 9999
2017 08 16 15 20 248  0.3 999 99.0 9999
2017 08 16 15 30 231  0.7 999 99.0 9999
2017 08 16 15 40 233  1.1 999 99.0 9999
2017 08 16 15 50 233  0.9 239  1.8 1531
2017 08 16 16 00 231  0.9 999 99.0 9999
2017 08 16 16 10 226  1.0 999 99.0 9999
2017 08 16 16 20 203  0.8 999 99.0 9999
2017 08 16 16 30 209  0.7 999 99.0 9999
2017 08 16 16 40 224  1.0 999 99.0 9999
