#YY  MM DD hh mm WDIR WSPD GDR GST GTIME
#yr  mo dy hr mn degT m/s degT m/s hhmm
2010 12 31 23 00 163  0.8 999 99.0 9999
2010 12 31 23 10 153  0.8 999 99.0 9999
2010 12 31 23 20 154  1.1 999 99.0 9999
2010 12 31 23 30 159  0.8 999 99.0 9999
2010 12 31 23 40 169  0.5 999 99.0 9999
2010 12 31 23 50 144  0.4 140  2.2 2309
2011 01 01 00 00 168  0.8 999 99.0 9999
2011 01 01 00 10 179  0.9 999 99.0 9999
2011 01 01 00 20 181  0.5 999 99.0 9999
2011 01 01 00 30 169  0.8 999 99.0 9999
2011 01 01 00 40 148  1.1 999 99.0 9999
2011 01 01 00 50 130  1.1 160  2.1 2355
2011 01 01 01 00 149  1.0 999 99.0 9999
2011 01 01 01 10 124  1.4 999 99.0 9999
2011 01 01 01 20 116  1.6 999 99.0 9999
2011 01 01 01 30 133  1.9 999 99.0 9999
2011 01 01 01 40 122  2.0 999 99.0 9999
2011 01 01 01 50 143  2.0 159  3.0 0142
2011 01 01 02 00 163  1.6 999 99.0 9999
2011 01 01 02 10 179  1.6 999 99.0 9999
2011 01 01 02 20 181  1.7 999 99.0 9999
2011 01 01 02 30 175  1.7 999 99.0 9999
2011 01 01 02 40 161  2.3 999 99.0 9999
2011 01 01 02 50 162  2.4 154  3.7 0240
2011 01 01 03 00 172  2.4 999 99.0 9999
2011 01 01 03 10 165  2.4 999 99.0 9999
2011 01 01 03 20 160  3.1 999 99.0 9999
2011 01 01 03 30 160  3.2 999 99.0 9999
2011 01 01 03 40 171  2.8 999 99.0 9999
2011 01 01 03 50 162  2.6 165  4.4 0322
2011 01 01 04 00 163  3.2 999 99.0 9999
2011 01 01 04 10 159  3.2 999 99.0 9999
2011 01 01 04 20 169  3.5 999 99.0 9999
2011 01 01 04 30 159  3.6 999 99.0 9999
2011 01 01 04 40 158  3.7 999 99.0 9999
2011 01 01 04 50 152  4.2 144  5.4 0350
2011 01 01 05 00 152  4.9 999 99.0 9999
